"";"elokuva";"tukisumma";"tukityyppi";"lajityyppi";"hakija";"esittelija";"tukivuosi";"tukipvm"
"2679";"Le Grand Sancy";40000;"Kehittämistuki";"Pitkä näytelmäelokuva";"First Floor Productions Oy";"Kaisu Isto";2012;2012-05-30
"2680";"Parachute Dreams";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Koskela Art & Media House Ky";"Kaisu Isto";2012;2012-05-30
"2681";"Miekkailija - Fencer";40000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Making Movies - Nordberg & Aho Oy";"Kaisu Isto";2012;2012-05-30
"2682";"Sinun jälkeesi";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Vertigo Production Oy";"Kaisu Isto";2012;2012-04-25
"2683";"Werther";50000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Vegetarian Films osuuskunta";"Kaisu Isto";2012;2012-04-25
"2684";"Other Girls";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Fisher King Production Oy";"Kaisu Isto";2012;2012-04-25
"2685";"Uuden aamun koirat";35000;"Kehittämistuki";"Pitkä näytelmäelokuva";"First Floor Productions Oy";"Jukka Asikainen";2012;2012-04-25
"2686";"Teinitarha";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Långfilm Productions Finland Oy";"Jukka Asikainen";2012;2012-04-25
"2687";"Yöradio";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"TACK Films Oy";"Jukka Asikainen";2012;2012-04-25
"2688";"Rob the Builder";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Lasihelmi Filmi Oy";"Jukka Asikainen";2012;2012-04-25
"2689";"Kuningatar Kristiina (kv-yhteistuotanto)";18000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Marianna Films Oy";"Kaisu Isto";2012;2012-03-21
"2690";"Jesse ja Aleksi";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Silva Mysterium Oy";"Kaisu Isto";2012;2012-03-21
"2691";"Helvetin Könkkölä";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"First Floor Productions Oy";"Kaisu Isto";2012;2012-03-21
"2692";"Fundamentalisti";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Helsinki-filmi Oy";"Kaisu Isto";2012;2012-03-21
"2693";"M/S ETELÄN TÄHTI";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Apajalahti Oy";"Kaisu Isto";2012;2012-03-21
"2694";"Ei koskaan yksin";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Jukka Asikainen";2012;2012-03-21
"2695";"Härre Gud";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Oy Bufo Ab";"Jukka Asikainen";2012;2012-03-21
"2696";"Aikuisten poika";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Edith Film Oy";"Jukka Asikainen";2012;2012-03-21
"2697";"M/S Romantic";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Filmiteollisuus Fine Oy";"Jukka Asikainen";2012;2012-03-21
"2698";"Kekkonen - hän tulee";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Solar Films Inc. Oy";"Jukka Asikainen";2012;2012-03-21
"2699";"AIKUISTEN POIKA";19813;"Kehittämistuki";"Pitkä näytelmäelokuva";"Edith Film Oy";"Jukka Asikainen";2012;2012-02-27
"2700";"Vanhempainilta";19710;"Kehittämistuki";"Pitkä näytelmäelokuva";"Production House OY Finland";"Kaisu Isto";2012;2012-02-17
"2701";"Nyt kun olen mies";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Elokuvatuotantoyhtiö Made Oy";"Jukka Asikainen";2012;2012-02-08
"2702";"Kuukausi ihmisenä";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"FremantleMedia Finland Oy";"Jukka Asikainen";2012;2012-02-08
"2703";"Aava";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Helsinki-filmi Oy";"Jukka Asikainen";2012;2012-02-08
"2704";"Vetoapua ja läheltä piti-tilanteita";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Inland Film Company Oy";"Jukka Asikainen";2012;2012-02-08
"2705";"Sonaatti numero 21";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinotar Oy (vanha)";"Jukka Asikainen";2012;2012-02-08
"2706";"Egyptin prinsessa";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Making Movies - Nordberg & Aho Oy";"Jukka Asikainen";2012;2012-02-08
"2707";"Tumman veden päällä";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Solar Films Inc. Oy";"Jukka Asikainen";2012;2012-02-08
"2708";"Isänmaallinen mies";50000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Art Films production AFP Oy";"Kaisu Isto";2012;2012-02-08
"2709";"End of an Era";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Elokuvatuotantoyhtiö Made Oy";"Kaisu Isto";2012;2012-02-08
"2710";"Mieletön Elokuu";37000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinosto Oy";"Kaisu Isto";2012;2012-02-08
"2711";"Rakkauden rasvaprosentti";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Kaisu Isto";2011;2011-12-07
"2712";"Elävien kirjoihin";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Blind Spot Pictures Oy";"Kaisu Isto";2011;2011-12-07
"2713";"Pakenevat unet";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"First Floor Productions Oy";"Kaisu Isto";2011;2011-12-07
"2714";"Rukous";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Mangaani Motion Pictures Oy";"Kaisu Isto";2011;2011-12-07
"2715";"Viimeistä päivää";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Pohjola-filmi Oy";"Jukka Asikainen";2011;2011-12-07
"2716";"Liput kaksille";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"New Dawn Oy";"Jukka Asikainen";2011;2011-12-07
"2717";"The Grim";17600;"Kehittämistuki";"Pitkä näytelmäelokuva";"Muste ja Valo Oy";"Jukka Asikainen";2011;2011-12-07
"2718";"Angela";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Yellow Film & TV Oy";"Jukka Asikainen";2011;2011-12-07
"2719";"Kaukopartio";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Bronson Club Oy";"Jukka Asikainen";2011;2011-12-07
"2720";"Don't Come After Me";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Mangaani Motion Pictures Oy";"Jukka Asikainen";2011;2011-12-07
"2721";"TOVARITSH ALIK";16000;"Kehittämistuki";"Pitkä näytelmäelokuva";"KinoFinlandia Oy";"Petri Kemppinen";2011;2011-11-25
"2722";"LEVOTTOMAT JALAT (Pekka ja Pätkä Levottomina)";8000;"Kehittämistuki";"Pitkä näytelmäelokuva";"KinoFinlandia Oy";"Olli Soinio";2011;2011-11-25
"2723";"Anna mulle lovea!";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Fisher King Production Oy";"Jukka Asikainen";2011;2011-10-26
"2724";"Betoniyö (ent. Huuto)";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Oy Bufo Ab";"Jukka Asikainen";2011;2011-10-26
"2725";"21 tapaa pilata avioliito";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Dionysos Films Oy";"Jukka Asikainen";2011;2011-10-26
"2726";"The Fountain of a Whale";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cineparadiso Oy";"Kaisu Isto";2011;2011-10-26
"2727";"Huorabussi";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinoproduction Oy";"Kaisu Isto";2011;2011-10-26
"2728";"Aarnihauta";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Solar Films Inc. Oy";"Kaisu Isto";2011;2011-10-26
"2729";"KAKSI KOTIA";15304;"Kehittämistuki";"Pitkä näytelmäelokuva";"Edith Film Oy";"Kaisu Isto";2011;2011-09-22
"2730";"Pizza Desperata";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Edith Film Oy";"Jukka Asikainen";2011;2011-09-13
"2731";"Ajomies";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Elokuvayhtiö Oy Aamu Ab";"Jukka Asikainen";2011;2011-09-13
"2732";"Syysprinssi";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinotar Oy";"Jukka Asikainen";2011;2011-09-13
"2733";"Isänmaallinen mies";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Art Films production AFP Oy";"Kaisu Isto";2011;2011-09-13
"2734";"Sarasvatin hiekkaa";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"First Floor Productions Oy";"Kaisu Isto";2011;2011-09-13
"2735";"Mieletön elokuu/August Fools";18000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinosto Oy";"Kaisu Isto";2011;2011-09-13
"2736";"Murtuma";9883;"Kehittämistuki";"Pitkä näytelmäelokuva";"Public Films Oy";"Jukka Asikainen";2011;2011-06-07
"2737";"TUKIKOHTA";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cine Works Oy";"Jukka Asikainen";2011;2011-06-01
"2738";"21 tapaa pilata avioliitto";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Dionysos Films Oy";"Jukka Asikainen";2011;2011-06-01
"2739";"Rob the Builder (aka Grynderin Barcelona)";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Hakalax Productions Oy";"Jukka Asikainen";2011;2011-06-01
"2740";"Vadelmavenepakolainen";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Jukka Asikainen";2011;2011-06-01
"2741";"Viimeinen noitarumpu";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Jukka Asikainen";2011;2011-06-01
"2742";"Rauhan Rajalla";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"napafilms oy";"Jukka Asikainen";2011;2011-06-01
"2743";"Untitled (työnimi)";40000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cinet Oy";"Kaisu Isto";2011;2011-06-01
"2744";"32 Scenes (kv-yhteistuotanto)";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinotar Oy (vanha)";"Kaisu Isto";2011;2011-06-01
"2745";"Viimeinen";38000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Oy Bufo Ab";"Kaisu Isto";2011;2011-06-01
"2746";"Katalogikuningatar";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Helsinki-filmi Oy";"Jukka Asikainen";2011;2011-04-27
"2747";"Pelileffa";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Yellow Film & TV Oy";"Jukka Asikainen";2011;2011-04-27
"2748";"Muistojeni Kahvila";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Koskela Art & Media House Ky";"Jukka Asikainen";2011;2011-04-27
"2749";"Siintävät Vuoret";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Suomen Filmiteollisuus SF Oy";"Jukka Asikainen";2011;2011-04-27
"2750";"Little Angels";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Greenlit productions Ky";"Kaisu Isto";2011;2011-04-27
"2751";"Luminainen (kv-yhteistuotanto)";33000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Inland Film Company Oy";"Kaisu Isto";2011;2011-04-27
"2752";"Aska";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Långfilm Productions Finland Oy";"Kaisu Isto";2011;2011-04-27
"2753";"Tähtitaivas talon yllä";50000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Pystymetsä Oy";"Kaisu Isto";2011;2011-04-27
"2754";"Naura tai kuole (Laugh or die)";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Vertigo Production Oy";"Kaisu Isto";2011;2011-04-27
"2755";"Minä sinä hän";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Yellow Film & TV Oy";"Kaisu Isto";2011;2011-04-27
"2756";"Ansa (työnimi)";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Elokuvayhtiö Oy Aamu Ab";"Jukka Asikainen";2011;2011-03-18
"2757";"OMISTAJAT";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Helsinki-filmi Oy";"Jukka Asikainen";2011;2011-03-18
"2758";"Teinitarha";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Långfilm Productions Finland Oy";"Jukka Asikainen";2011;2011-03-18
"2759";"Rajalla";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Silva Mysterium Oy";"Jukka Asikainen";2011;2011-03-18
"2760";"PUHDISTUS";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Solar Films Inc. Oy";"Jukka Asikainen";2011;2011-03-18
"2761";"Kipupiste";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Vertigo Production Oy";"Kaisu Isto";2011;2011-03-18
"2762";"THE GOLD MAN";18061;"Kehittämistuki";"Pitkä näytelmäelokuva";"AL-Filmi Oy / Mainstream Pictures";"Kaisu Isto";2011;2011-03-15
"2763";"KIRJEITÄ SUOMESTA";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinoproduction Oy";"Jukka Asikainen";2011;2011-02-08
"2764";"VALTATIE";17000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Apajalahti Oy";"Kaisu Isto";2011;2011-02-08
"2765";"Kapteeni";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Fisher King Production Oy";"Jukka Asikainen";2011;2011-02-08
"2766";"KYKLOOPPI";50000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinotar Oy (vanha)";"Jukka Asikainen";2011;2011-02-08
"2767";"EI KOSKAAN YKSIN - NIE ALLEIN!";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Jukka Asikainen";2011;2011-02-08
"2768";"LILLA BERLIN";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Blind Spot Pictures Oy";"Kaisu Isto";2011;2011-02-08
"2769";"IHMISTEN KIRJOISSA";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Fisher King Production Oy";"Kaisu Isto";2011;2011-02-08
"2770";"RICH AND FAMOUS IN THE WEST";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Kaisu Isto";2011;2011-02-08
"2771";"TOIPILAS";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Oy Bufo Ab";"Kaisu Isto";2011;2011-02-08
"2772";"Naisia tiellä (ent. karavaanari)";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Silva Mysterium Oy";"Kaisu Isto";2011;2011-02-08
"2773";"IMAGINARIUM";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Solar Films Inc. Oy";"Kaisu Isto";2011;2011-02-08
"2774";"3 SIMOA";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"It´s Alive Productions Oy";"Jukka Asikainen";2010;2010-12-08
"2775";"KORSO";28000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Oy Bufo Ab";"Jukka Asikainen";2010;2010-12-08
"2776";"20 HETKEÄ ENNEN KUOLEMAA (työnimi)";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Oy Bufo Ab";"Jukka Asikainen";2010;2010-12-08
"2777";"HILJAINEN TIETO";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Periferia Productions Oy";"Jukka Asikainen";2010;2010-10-27
"2778";"MERENNEITO (ent.UUDEN AAMUN KOIRAT)";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"First Floor Productions Oy";"Jukka Asikainen";2010;2010-10-27
"2779";"HUMAN";40000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Blind Spot Pictures Oy";"Jukka Asikainen";2010;2010-10-27
"2780";"THE RAIN HOUSE";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Koskela Art & Media House Ky";"Kaisu Isto";2010;2010-10-27
"2781";"MURTUMA";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Public Films Oy";"Jukka Asikainen";2010;2010-10-11
"2782";"VUOSAARI";45000;"Kehittämistuki";"Pitkä näytelmäelokuva";"First Floor Productions Oy";"Kaisu Isto";2010;2010-10-08
"2783";"ANGELA";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Juonifilmi Oy";"Jukka Asikainen";2010;2010-09-30
"2784";"IHAN KOHTA 18";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Huh huh -Filmi Oy";"Jukka Asikainen";2010;2010-09-21
"2785";"VIIMEINEN NOITARUMPU";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Jukka Asikainen";2010;2010-09-20
"2786";"VANHA KÖÖRI";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Oktober Oy";"Jukka Asikainen";2010;2010-09-15
"2787";"PERHOSEN HUUTO";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Making Movies - Nordberg & Aho Oy";"Kaisu Isto";2010;2010-07-02
"2788";"RAKKAUDEN RASVAPROSENTTI";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Kaisu Isto";2010;2010-07-02
"2789";"FATA MORGANA (kv-yhteistuotanto)";50000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Snapper Films Oy";"Kaisu Isto";2010;2010-07-02
"2790";"RAJALLA";5000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Silva Mysterium Oy";"Jukka Asikainen";2010;2010-06-23
"2791";"TÄHTITAIVAS TALON YLLÄ";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Pystymetsä Oy";"Kaisu Isto";2010;2010-06-21
"2792";"KOTIRAUHA";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Solar Films Inc. Oy";"Jukka Asikainen";2010;2010-06-15
"2793";"VARES JA KAIDAN TIEN KULKIJAT";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Solar Films Inc. Oy";"Jukka Asikainen";2010;2010-06-09
"2794";"HUMAN - A WEREWOLF INVERSION";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Blind Spot Pictures Oy";"Jukka Asikainen";2010;2010-06-03
"2795";"GHOST TOWN (elvytys)";40000;"Kehittämistuki";"Pitkä näytelmäelokuva";"UNDO Oy";"Miia Haavisto";2010;2010-05-28
"2796";"TAPPAVA TALVI";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Indium Film Company Oy";"Kaisu Isto";2010;2010-05-24
"2797";"MATKA EDENIIN";6000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Oy Bad Taste ltd";"Kaisu Isto";2010;2010-05-11
"2798";"VEREN MAKU SUUSSA";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Långfilm Productions Finland Oy";"Jukka Asikainen";2010;2010-05-10
"2799";"MUSTAA JÄÄTÄ";16000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Dada-Filmi Oy";"Olli Soinio";2010;2010-05-10
"2800";"MUSTAA JÄÄTÄ";36000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Dada-Filmi Oy";"Olli Soinio";2010;2010-05-10
"2801";"IHAN KOHTA 18";50000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Huh huh -Filmi Oy";"Jukka Asikainen";2010;2010-05-05
"2802";"KULLANKAIVAJAT";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Elokuvayhtiö Oy Aamu Ab";"Jukka Asikainen";2010;2010-05-04
"2803";"REKORDBEOBACHTER (kv-yhteistuotanto)";35000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Inland Film Company Oy";"Kaisu Isto";2010;2010-05-03
"2804";"AIKUISTEN POIKA";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Edith Film Oy";"Jukka Asikainen";2010;2010-04-29
"2805";"KIROTTU";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Helsinki-filmi Oy";"Jukka Asikainen";2010;2010-04-27
"2806";"PERÄSMIES";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Helsinki-filmi Oy";"Kaisu Isto";2010;2010-04-27
"2807";"VANHA KÖÖRI";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Oktober Oy";"Jukka Asikainen";2010;2010-04-09
"2808";"VALKOINEN PEURA";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Petfilms Oy";"Jukka Asikainen";2010;2010-04-06
"2809";"Love and Other Troubles (ent. Rivitanssi)";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Bronson Club Oy";"Kaisu Isto";2010;2010-04-06
"2810";"VARASTO";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinosto Oy";"Jukka Asikainen";2010;2010-03-31
"2811";"MISS FARKKU-SUOMI";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Periferia Productions Oy";"Kaisu Isto";2010;2010-03-29
"2812";"ZOMBIE RISTEILY";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Blind Spot Pictures Oy";"Jukka Asikainen";2010;2010-03-24
"2813";"THE RAIN HOUSE";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Koskela Art & Media House Ky";"Kaisu Isto";2010;2010-03-24
"2814";"MURTUMA";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Public Films Oy";"Jukka Asikainen";2010;2010-03-23
"2815";"TODELLINEN PRINSESSA (työnimi)";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Oblomovies Oy";"Kaisu Isto";2010;2010-03-23
"2816";"PAKSU POIKA";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinotar Oy (vanha)";"Jukka Asikainen";2010;2010-03-15
"2817";"POSTIHERRA";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Fisher King Production Oy";"Jukka Asikainen";2010;2010-03-04
"2818";"LE GRAND SANCY";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Långfilm Productions Finland Oy";"Kaisu Isto";2010;2010-03-03
"2819";"SARASVATIN HIEKKAA";50000;"Kehittämistuki";"Pitkä näytelmäelokuva";"First Floor Productions Oy";"Kaisu Isto";2010;2010-02-22
"2820";"EERIKA JA MEHILÄISET";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Making Movies - Nordberg & Aho Oy";"Jukka Asikainen";2010;2010-02-19
"2821";"HILJAISUUS";55000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cine Works Oy";"Kaisu Isto";2010;2010-02-19
"2822";"SYVÄLLE SALATTU";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Kaisu Isto";2010;2010-02-17
"2823";"HUORABUSSI";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinoproduction Oy";"Kaisu Isto";2010;2010-02-11
"2824";"KAKKOSET (ent. Romuralli)";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Oy Bufo Ab";"Jukka Asikainen";2010;2010-01-20
"2825";"VEREN MAKU SUUSSA";15628;"Kehittämistuki";"Pitkä näytelmäelokuva";"Lasihelmi Filmi Oy";"Olli Soinio";2010;2010-01-07
"2826";"THE HUMAN ANIMAL";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Blind Spot Pictures Oy";"Jukka Asikainen";2010;2010-01-04
"2827";"ROTTAKUNINGAS";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Making Movies - Nordberg & Aho Oy";"Jukka Asikainen";2009;2009-12-11
"2828";"DIGIBOKSI";50000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Helsinki-filmi Oy";"Jukka Asikainen";2009;2009-11-24
"2829";"EI KOSKAAN YKSIN - NIE ALLEIN";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Jukka Asikainen";2009;2009-11-13
"2830";"RAUHAN RAJALLA";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"napafilms oy";"Jukka Asikainen";2009;2009-10-07
"2831";"FIFTY-FIFTY (ent. Mistä tunnet sä ystävän)";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Cinet Oy";"Jukka Asikainen";2009;2009-09-04
"2832";"VADELMAVENEPAKOLAINEN";15000;"Kehittämistuki";"Pitkä näytelmäelokuva";"MRP Matila Röhr Productions Oy";"Jukka Asikainen";2009;2009-06-25
"2833";"JÄÄKARHU";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Silva Mysterium Oy";"Jukka Asikainen";2009;2009-06-25
"2834";"POSTIHERRA";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Fisher King Production Oy";"Jukka Asikainen";2009;2009-06-23
"2835";"PAKENEVAT UNET";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"First Floor Productions Oy";"Kaisu Isto";2009;2009-06-18
"2836";"AUTOBIOGRAFIA (elvytys)";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Edith Film Oy";"Jukka Asikainen";2009;2009-06-16
"2837";"ROSKISPRINSSI";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Periferia Productions Oy";"Kaisu Isto";2009;2009-06-16
"2838";"TAULUKAUPPIAAT (elvytys)";18000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Elokuvayhtiö Oy Aamu Ab";"Jukka Asikainen";2009;2009-06-04
"2839";"KAIRA";5000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Bear Me Productions Oy";"Kaisu Isto";2009;2009-05-15
"2840";"EERIKA JA MEHILÄISET";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Making Movies - Nordberg & Aho Oy";"Jukka Asikainen";2009;2009-05-11
"2841";"ROTTAKUNINGAS";30000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Making Movies - Nordberg & Aho Oy";"Jukka Asikainen";2009;2009-05-11
"2842";"MICHELIN (työnimi)";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Långfilm Productions Finland Oy";"Kaisu Isto";2009;2009-05-06
"2843";"TATJANA";28000;"Kehittämistuki";"Pitkä näytelmäelokuva";"SF Film Finland Oy";"Kaisu Isto";2009;2009-05-06
"2844";"LILLA BERLIN";20000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Blind Spot Pictures Oy";"Kaisu Isto";2009;2009-04-28
"2845";"KEKKONEN";24000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Rainbow Productions Oy";"Kaisu Isto";2009;2009-04-27
"2846";"SANKARI";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Helsinki-filmi Oy";"Kaisu Isto";2009;2009-04-23
"2847";"2012 (Huojuva Kuu)";5820;"Kehittämistuki";"Pitkä näytelmäelokuva";"StereoscapeOy";"Kaisu Isto";2009;2009-04-21
"2848";"DEAD POINT";25000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Kinoproduction Oy";"Jukka Asikainen";2009;2009-04-17
"2849";"POIKA JA VARIS";10000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Lasihelmi Filmi Oy";"Jukka Asikainen";2009;2009-04-17
"2850";"IRIS";40000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Långfilm Productions Finland Oy";"Kaisu Isto";2009;2009-04-17
"2851";"HÄRMÄ";50000;"Kehittämistuki";"Pitkä näytelmäelokuva";"Yellow Film & TV Oy";"Jukka Asikainen";2009;2009-04-15
